source,title,description,published_at,url,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_label
GoogleNews,CBSE OSM contract: How Coempt beat TCS by nearly 60% to get tender - inside info revealed | Hindustan Times - Hindustan Times,CBSE OSM contract: How Coempt beat TCS by nearly 60% to get tender - inside info revealed | Hindustan Times  Hindustan Times,2026-06-02 06:36:06,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Nifty IT Surges 8% In Three Days As Infosys, TCS Lead The Charge; What's Driving The Rally? - News18","Nifty IT Surges 8% In Three Days As Infosys, TCS Lead The Charge; What's Driving The Rally?  News18",2026-06-02 06:30:27,,0.141,0.0,0.859,0.6966,Positive
GoogleNews,Infosys’ Salil Parekh vs TCS’ K Krithivasan: Which Indian tech CEO earned more in FY26? | Trending - Hindustan Times,Infosys’ Salil Parekh vs TCS’ K Krithivasan: Which Indian tech CEO earned more in FY26? | Trending  Hindustan Times,2026-06-02 05:53:28,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"The Nvidia Effect? Why Infosys, TCS, Coforge And Other IT Stocks Are Surging - NDTV Profit","The Nvidia Effect? Why Infosys, TCS, Coforge And Other IT Stocks Are Surging  NDTV Profit",2026-06-02 05:51:19,,0.175,0.0,0.825,0.7319,Positive
GoogleNews,"TCS, Infosys, HCLTech shares rally up to 6% despite weak market: What's driving the IT stock surge? - Fortune India","TCS, Infosys, HCLTech shares rally up to 6% despite weak market: What's driving the IT stock surge?  Fortune India",2026-06-02 05:43:46,,0.215,0.0,0.785,0.8211,Positive
GoogleNews,"TCS, Infosys, HCL Tech, Wipro, Coforge, Mphasis, TechM: IT stocks to buy— Fresh targets - Business Today","TCS, Infosys, HCL Tech, Wipro, Coforge, Mphasis, TechM: IT stocks to buy— Fresh targets  Business Today",2026-06-02 05:35:08,,0.129,0.0,0.871,0.5574,Positive
GoogleNews,TCS Share Price Today Up 6% - Equitymaster,TCS Share Price Today Up 6%  Equitymaster,2026-06-02 05:33:00,,0.253,0.0,0.747,0.5267,Positive
GoogleNews,Tata Consultancy Services Ltd. is Rated Hold - Markets Mojo,Tata Consultancy Services Ltd. is Rated Hold  Markets Mojo,2026-06-02 05:18:48,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Nifty IT extends winning streak to 3rd day, up 3%; TCS, Infosys lead gains - Business Standard","Nifty IT extends winning streak to 3rd day, up 3%; TCS, Infosys lead gains  Business Standard",2026-06-02 05:17:00,,0.444,0.0,0.556,0.9517,Positive
GoogleNews,"Infosys, TCS, IT stocks extend rally for second day; Top CLSA chartists sees further upside - CNBC TV18","Infosys, TCS, IT stocks extend rally for second day; Top CLSA chartists sees further upside  CNBC TV18",2026-06-02 05:12:39,,0.184,0.0,0.816,0.6124,Positive
GoogleNews,"Infosys, TCS, Coforge, HCLTech shares climb as Nifty IT jumps nearly 4%; here's what is driving the surge - Business Today","Infosys, TCS, Coforge, HCLTech shares climb as Nifty IT jumps nearly 4%; here's what is driving the surge  Business Today",2026-06-02 05:11:30,,0.209,0.0,0.791,0.8316,Positive
GoogleNews,Tata Consultancy Services Ltd. Sees Robust Trading Activity Amid Institutional Interest - Markets Mojo,Tata Consultancy Services Ltd. Sees Robust Trading Activity Amid Institutional Interest  Markets Mojo,2026-06-02 04:44:18,,0.32,0.0,0.68,0.8689,Positive
GoogleNews,At-the-Money Calls on Tata Consultancy Services Ltd. Draw... - Markets Mojo,At-the-Money Calls on Tata Consultancy Services Ltd. Draw...  Markets Mojo,2026-06-02 04:44:17,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Infosys jumps 4%, TCS up 3%; Nifty IT rallies again today as global software stocks extend AI-driven rebound - TradingView","Infosys jumps 4%, TCS up 3%; Nifty IT rallies again today as global software stocks extend AI-driven rebound  TradingView",2026-06-02 04:42:00,,0.201,0.0,0.799,0.7783,Positive
GoogleNews,"Infosys, TCS, HCLTech jump up to 4%. 3 reasons why IT stocks are rallying today? - India Today","Infosys, TCS, HCLTech jump up to 4%. 3 reasons why IT stocks are rallying today?  India TodayIT rally rages on! Infosys, TCS, other stocks jump up to 4% despite overall market weakness  The Economic TimesInfosys, TCS shares jump 6%; Nifty IT rallies again today as global software stocks extend AI-driven...  Moneycontrol.com",2026-06-02 04:39:41,,0.125,0.04,0.835,0.6688,Positive
GoogleNews,"Nvidia CEO Jensen Huang agrees with CEOs of TCS, Salesforce, SAP and others that it is 'an incredible tim - The Times of India","Nvidia CEO Jensen Huang agrees with CEOs of TCS, Salesforce, SAP and others that it is 'an incredible tim  The Times of India",2026-06-02 04:38:00,,0.074,0.0,0.926,0.3818,Positive
GoogleNews,"IT stocks shine again! Infosys, TCS jump 6%, HCLTech gains 5%; are signs of a turnaround emerging? - Upstox","IT stocks shine again! Infosys, TCS jump 6%, HCLTech gains 5%; are signs of a turnaround emerging?  Upstox",2026-06-02 04:36:13,,0.141,0.0,0.859,0.695,Positive
GoogleNews,Tata Consultancy Services Ltd. Rallies 3.5% and Approaches 50 DMA Resistance — A Key Technical Test Ahead - Markets Mojo,Tata Consultancy Services Ltd. Rallies 3.5% and Approaches 50 DMA Resistance — A Key Technical Test Ahead  Markets Mojo,2026-06-02 04:30:26,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"TCS, Infosys Rally 6% On Global AI Frenzy; Nifty IT Index Jumps For Second Straight Day - NDTV Profit","TCS, Infosys Rally 6% On Global AI Frenzy; Nifty IT Index Jumps For Second Straight Day  NDTV Profit",2026-06-02 04:24:41,,0.309,0.095,0.597,0.8555,Positive
GoogleNews,"CBSE OSM portal row: Coempt won against TCS by 2 marks, 60% lower financial bid - Business Today","CBSE OSM portal row: Coempt won against TCS by 2 marks, 60% lower financial bid  Business Today",2026-06-02 04:15:20,,0.173,0.103,0.724,0.6124,Positive
GoogleNews,Tata Consultancy Services Ltd. Technical Momentum Shifts Amid Market Challenges - Markets Mojo,Tata Consultancy Services Ltd. Technical Momentum Shifts Amid Market Challenges  Markets Mojo,2026-06-02 02:34:16,,0.102,0.0,0.898,0.1531,Positive
GoogleNews,Coempt edged out TCS by nearly 60% in race to secure CBSE's OSM portal contract | India News - Hindustan Times,Coempt edged out TCS by nearly 60% in race to secure CBSE's OSM portal contract | India News  Hindustan Times,2026-06-02 00:22:12,,0.11,0.0,0.89,0.5859,Positive
GoogleNews,Nashik police add fifth accused in TCS sexual assault case registered with Deolali Camp police - The Times of India,Nashik police add fifth accused in TCS sexual assault case registered with Deolali Camp police  The Times of India,2026-06-01 17:26:00,,0.0,0.255,0.745,-0.9001,Negative
GoogleNews,TCS clarifies on Royal Bank of Canada partnership; stock slips over 1% - MSN,TCS clarifies on Royal Bank of Canada partnership; stock slips over 1%  MSN,2026-06-01 16:28:52,,0.132,0.0,0.868,0.4215,Positive
GoogleNews,TCS Share Price Today - Tata Consultancy Services on NSE/BSE - scanx.trade,TCS Share Price Today - Tata Consultancy Services on NSE/BSE  scanx.trade,2026-06-01 12:10:48,,0.173,0.0,0.827,0.5267,Positive
GoogleNews,Probe Shows Forced Conversion Bid In TCS Nashik Case: Devendra Fadnavis - NDTV,Probe Shows Forced Conversion Bid In TCS Nashik Case: Devendra Fadnavis  NDTV,2026-06-01 11:43:38,,0.0,0.207,0.793,-0.7184,Negative
GoogleNews,"IT stocks rally: Why are Infosys, TCS and Tech Mahindra shares surging despite AI disruption fears? - The Times of India","IT stocks rally: Why are Infosys, TCS and Tech Mahindra shares surging despite AI disruption fears?  The Times of India",2026-06-01 09:42:00,,0.28,0.0,0.72,0.892,Positive
GoogleNews,"Infosys, TCS And Other IT Stocks Hop on Global AI Rally Even as Broader Markets Struggle for Direction - HDFC Sky","Infosys, TCS And Other IT Stocks Hop on Global AI Rally Even as Broader Markets Struggle for Direction  HDFC Sky",2026-06-01 07:17:22,,0.0,0.106,0.894,-0.5574,Negative
GoogleNews,"Infosys, TCS, Coforge: Nifty IT gains 4% in weak market; check what CLSA said about Wipro - Upstox","Infosys, TCS, Coforge: Nifty IT gains 4% in weak market; check what CLSA said about Wipro  Upstox",2026-06-01 07:04:48,,0.227,0.129,0.644,0.5267,Positive
GoogleNews,"Nifty IT Index Jumps 4% Intraday As TCS, Infosys, HCL Tech Rally Amid Global AI Frenzy - NDTV Profit","Nifty IT Index Jumps 4% Intraday As TCS, Infosys, HCL Tech Rally Amid Global AI Frenzy  NDTV Profit",2026-06-01 06:10:26,,0.239,0.098,0.662,0.765,Positive
GoogleNews,"IT stocks: Infosys, Tech Mahindra, TCS lead gains on Sensex, Nifty; Nifty IT zooms 1,000 pts - Business Today","IT stocks: Infosys, Tech Mahindra, TCS lead gains on Sensex, Nifty; Nifty IT zooms 1,000 pts  Business Today",2026-06-01 05:43:39,,0.335,0.0,0.665,0.9274,Positive
GoogleNews,"Infosys, Tech Mahindra, TCS and other IT stocks jump up to 5%. What’s driving the rally? - The Economic Times","Infosys, Tech Mahindra, TCS and other IT stocks jump up to 5%. What’s driving the rally?  The Economic Times",2026-06-01 05:41:40,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Infosys, TCS gain up to 4%, Nifty IT jumps over 2.6% as strong AI demand boosts Snowflake earnings,... - Moneycontrol.com","Infosys, TCS gain up to 4%, Nifty IT jumps over 2.6% as strong AI demand boosts Snowflake earnings,...  Moneycontrol.com",2026-06-01 04:45:51,,0.422,0.054,0.523,0.9657,Positive
GoogleNews,"Infosys, TCS up 2-4%, Nifty IT jumps 3% as lone bright spot in weak market amid global AI rally - TradingView","Infosys, TCS up 2-4%, Nifty IT jumps 3% as lone bright spot in weak market amid global AI rally  TradingView",2026-06-01 04:45:00,,0.207,0.185,0.609,0.296,Positive
GoogleNews,"Infosys, Tech Mahindra, TCS jump up to 5%; why are IT stocks rallying today? - India Today","Infosys, Tech Mahindra, TCS jump up to 5%; why are IT stocks rallying today?  India Today",2026-06-01 04:30:34,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"NIFTY50 opens above 23,650, SENSEX soars 420 points on Monday morning; Infosys, IndiGo and TCS among top movers - Upstox","NIFTY50 opens above 23,650, SENSEX soars 420 points on Monday morning; Infosys, IndiGo and TCS among top movers  Upstox",2026-06-01 04:09:05,,0.089,0.0,0.911,0.3818,Positive
GoogleNews,TCS wins SKF AI-led transformation contract globally - IT Brief UK,TCS wins SKF AI-led transformation contract globally  IT Brief UK,2026-06-01 02:45:00,,0.28,0.0,0.72,0.8126,Positive
GoogleNews,CUET UG 2026: TCS iON Responds As NTA Announces Re-Exam For Affected Candidates - NDTV,CUET UG 2026: TCS iON Responds As NTA Announces Re-Exam For Affected Candidates  NDTV,2026-05-31 05:50:04,,0.0,0.106,0.894,-0.296,Negative
GoogleNews,Court adjourns bail application of 3 TCS employees in Deolali Camp case to June 12 - The Times of India,Court adjourns bail application of 3 TCS employees in Deolali Camp case to June 12  The Times of India,2026-05-30 18:23:00,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,TCS says technical glitch delays CUET-UG exam by two hours - The Economic Times,TCS says technical glitch delays CUET-UG exam by two hours  The Economic Times,2026-05-30 17:57:47,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"TCS fixes CUET-UG glitch as NTA plans re-test for 3,765 - MSN","TCS fixes CUET-UG glitch as NTA plans re-test for 3,765  MSN",2026-05-30 15:31:41,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"TCS resolves CUET-UG glitch as NTA plans re-test for 3,765 - MSN","TCS resolves CUET-UG glitch as NTA plans re-test for 3,765  MSN",2026-05-30 15:31:41,,0.139,0.0,0.861,0.34,Positive
GoogleNews,TCS CEO Attributes CUET-UG Exam Delay To 'Brief Technical Issue' - NDTV Profit,TCS CEO Attributes CUET-UG Exam Delay To 'Brief Technical Issue'  NDTV Profit,2026-05-30 14:31:14,,0.185,0.146,0.669,0.296,Positive
GoogleNews,TCS Nashik case: Hearing on Nida Khan’s bail plea deferred to June 12 - The Hindu,TCS Nashik case: Hearing on Nida Khan’s bail plea deferred to June 12  The Hindu,2026-05-30 14:14:52,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,CUET-UG exam hit by delay after TCS technical glitch - The Economic Times,CUET-UG exam hit by delay after TCS technical glitch  The Economic Times,2026-05-30 13:35:59,,0.0,0.167,0.833,-0.5574,Negative
GoogleNews,CUET-UG delayed at some centres due to technical glitch; TCS says 'regret inconvenience' - Deccan Herald,CUET-UG delayed at some centres due to technical glitch; TCS says 'regret inconvenience'  Deccan Herald,2026-05-30 13:21:11,,0.0,0.365,0.635,-0.9081,Negative
GoogleNews,"CUET-UG delayed at some centres due to TCS glitch, NTA revises exam timings - Business Standard","CUET-UG delayed at some centres due to TCS glitch, NTA revises exam timings  Business Standard",2026-05-30 11:09:42,,0.0,0.116,0.884,-0.4215,Negative
GoogleNews,"CUET UG 2026 delayed after a technical glitch, TCS issues apology - India Today","CUET UG 2026 delayed after a technical glitch, TCS issues apology  India Today",2026-05-30 07:40:53,,0.082,0.13,0.788,-0.34,Negative
GoogleNews,TCS Is India's Largest IT Company. Infosys CEO Still Earned Nearly Three Times More - NDTV Profit,TCS Is India's Largest IT Company. Infosys CEO Still Earned Nearly Three Times More  NDTV Profit,2026-05-30 05:12:53,,0.17,0.0,0.83,0.7463,Positive
GoogleNews,TCS Becomes First Global Integrator Partner for Mistral Forge - Indianweb2.com,TCS Becomes First Global Integrator Partner for Mistral Forge  Indianweb2.com,2026-05-29 18:35:00,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"CBSE marking row: Rahul Gandhi says ‘rules’ bent to favour Coempt, cites TCS loss in auction - Telegraph India","CBSE marking row: Rahul Gandhi says ‘rules’ bent to favour Coempt, cites TCS loss in auction  Telegraph India",2026-05-29 16:50:21,,0.134,0.106,0.76,0.296,Positive
GoogleNews,TCS Share Price Highlights: TCS Stock Price History - The Economic Times,TCS Share Price Highlights: TCS Stock Price History  The Economic Times,2026-05-29 13:00:21,,0.173,0.0,0.827,0.5267,Positive
GoogleNews,TCS and Mistral AI want to solve enterprise AI’s biggest problem - YourStory.com,TCS and Mistral AI want to solve enterprise AI’s biggest problem  YourStory.com,2026-05-29 10:48:14,,0.203,0.176,0.621,-0.296,Negative
GoogleNews,TCS in News for these 2 reasons - India Infoline,TCS in News for these 2 reasons  India Infoline,2026-05-29 09:04:13,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Infosys, Wipro, TCS, other IT stocks jump up to 4%: What’s behind the bullish sentiment in a muted market? - The Economic Times","Infosys, Wipro, TCS, other IT stocks jump up to 4%: What’s behind the bullish sentiment in a muted market?  The Economic Times",2026-05-29 05:48:44,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Nifty IT jumps 2.5%; why are Infosys, Wipro, TCS, Coforge up today? - Business Standard","Nifty IT jumps 2.5%; why are Infosys, Wipro, TCS, Coforge up today?  Business Standard",2026-05-29 05:22:46,,0.176,0.0,0.824,0.6966,Positive
GoogleNews,"TCS loses part of RBC Canada technology mandate, 150 members to be 'rebadged' - Moneycontrol.com","TCS loses part of RBC Canada technology mandate, 150 members to be 'rebadged'  Moneycontrol.com",2026-05-29 04:36:47,,0.0,0.146,0.854,-0.5574,Negative
GoogleNews,TCS partners French AI firm Mistral to build custom enterprise AI models - Storyboard18,TCS partners French AI firm Mistral to build custom enterprise AI models  Storyboard18,2026-05-29 04:12:55,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,TCS partners Mistral AI to build enterprise-grade custom AI models - The Times of India,TCS partners Mistral AI to build enterprise-grade custom AI models  The Times of India,2026-05-28 17:59:00,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"TCS, Mistral partner to become first Global Systems Integrator for enterprises - BusinessLine","TCS, Mistral partner to become first Global Systems Integrator for enterprises  BusinessLine",2026-05-28 14:31:07,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,TCS partners with Mistral to expand enterprise AI push - The New Indian Express,TCS partners with Mistral to expand enterprise AI push  The New Indian Express,2026-05-28 13:13:20,,0.155,0.0,0.845,0.5574,Positive
GoogleNews,"TCS partners Mistral to build custom AI models for enterprises, sets up dedicated CoE - Moneycontrol.com","TCS partners Mistral to build custom AI models for enterprises, sets up dedicated CoE  Moneycontrol.com",2026-05-28 12:53:26,,0.171,0.0,0.829,0.7184,Positive
GoogleNews,TCS Partners with Mistral; becomes the first Global Systems Integrator (GSI) to bring Mistral Forge to enterprises worldwide - Tata Consultancy Services,TCS Partners with Mistral; becomes the first Global Systems Integrator (GSI) to bring Mistral Forge to enterprises worldwide  Tata Consultancy Services,2026-05-28 12:42:42,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,TCS partners with Mistral to bring enterprise AI platform Forge to global clients - Techcircle,TCS partners with Mistral to bring enterprise AI platform Forge to global clients  Techcircle,2026-05-28 10:31:05,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,SKF awards global AI-led business transformation contract to TCS - The Hindu,SKF awards global AI-led business transformation contract to TCS  The Hindu,2026-05-27 16:11:05,,0.222,0.0,0.778,0.7184,Positive
GoogleNews,TCS signs multi-million dollar deal with SKF for AI-led manufacturing business - BusinessLine,TCS signs multi-million dollar deal with SKF for AI-led manufacturing business  BusinessLine,2026-05-27 14:54:35,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,SKF awards global AI-led business transformation contract to TCS - Tata Consultancy Services,SKF awards global AI-led business transformation contract to TCS  Tata Consultancy Services,2026-05-27 11:15:21,,0.207,0.0,0.793,0.7184,Positive
GoogleNews,TCS launches SovereignSecure Cloud™ in Europe - Tata Consultancy Services,TCS launches SovereignSecure Cloud™ in Europe  Tata Consultancy Services,2026-05-26 06:32:06,,0.0,0.0,1.0,0.0,Neutral
