source,title,description,published_at,url,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_label
GoogleNews,"ONGC says gas to drive revenue growth; ₹33,000 crore projects underway - Business Standard","ONGC says gas to drive revenue growth; ₹33,000 crore projects underway  Business Standard",2026-05-27 16:12:14,,0.172,0.0,0.828,0.6369,Positive
GoogleNews,Natural gas to play increasingly dominant role: ONGC - News Arena India,Natural gas to play increasingly dominant role: ONGC  News Arena India,2026-05-27 14:10:49,,0.34,0.0,0.66,0.8316,Positive
GoogleNews,"ONGC Leads Nifty Losers; Banks, Pharma Stocks Slide - HDFC Sky","ONGC Leads Nifty Losers; Banks, Pharma Stocks Slide  HDFC Sky",2026-05-27 12:16:08,,0.185,0.233,0.582,-0.34,Negative
GoogleNews,ONGC bets on gas-led growth as premium pricing boosts profitability - The Economic Times,ONGC bets on gas-led growth as premium pricing boosts profitability  The Economic Times,2026-05-27 11:52:05,,0.4,0.0,0.6,0.9001,Positive
GoogleNews,ONGC Predicts a Strong Future for Natural Gas Amid Rising Domestic Demand - Devdiscourse,ONGC Predicts a Strong Future for Natural Gas Amid Rising Domestic Demand  Devdiscourse,2026-05-27 11:29:36,,0.326,0.084,0.59,0.8625,Positive
GoogleNews,"Sensex down 142 points; metal rally cushions losses from HDFC Bank, ONGC - BusinessLine","Sensex down 142 points; metal rally cushions losses from HDFC Bank, ONGC  BusinessLine",2026-05-27 11:01:01,,0.0,0.178,0.822,-0.6597,Negative
GoogleNews,"Top gainers and losers, May 27: ONGC tumbles 5%, HDFC Bank falls over 2%, Tata Motors PV up 4%; check list - Upstox","Top gainers and losers, May 27: ONGC tumbles 5%, HDFC Bank falls over 2%, Tata Motors PV up 4%; check list  Upstox",2026-05-27 10:55:36,,0.07,0.132,0.798,-0.6369,Negative
GoogleNews,"ONGC: Opal Eyes ₹1,500–₹2,000 Cr EBITDA; BP Drives Western Offshore Growth - scanx.trade","ONGC: Opal Eyes ₹1,500–₹2,000 Cr EBITDA; BP Drives Western Offshore Growth  scanx.trade",2026-05-27 10:27:38,,0.184,0.0,0.816,0.6369,Positive
GoogleNews,"ONGC: Annual consolidated PAT up 30%, gas production to rise, and record dividend declared - TradingView","ONGC: Annual consolidated PAT up 30%, gas production to rise, and record dividend declared  TradingView",2026-05-27 09:43:38,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"ONGC production outlook improving on BP partnership, KG ramp-up: ICICI Securities - CNBC TV18","ONGC production outlook improving on BP partnership, KG ramp-up: ICICI Securities  CNBC TV18",2026-05-27 08:12:57,,0.303,0.0,0.697,0.8402,Positive
GoogleNews,"ONGC: Annual consolidated PAT up 30%, gas output to rise, CapEx focused on offshore growth - TradingView","ONGC: Annual consolidated PAT up 30%, gas output to rise, CapEx focused on offshore growth  TradingView",2026-05-27 07:59:04,,0.264,0.0,0.736,0.8555,Positive
GoogleNews,"ONGC FY26 Profit Rises 30% to ₹49,793 Crore; No FY27 Production Targets Provided - scanx.trade","ONGC FY26 Profit Rises 30% to ₹49,793 Crore; No FY27 Production Targets Provided  scanx.trade",2026-05-27 07:52:30,,0.165,0.125,0.71,0.34,Positive
GoogleNews,"ONGC Q4 FY26 Results: Q4 Profit surges 45% YoY to ₹10,820 Crore, Announces ₹1 Dividend - Groww","ONGC Q4 FY26 Results: Q4 Profit surges 45% YoY to ₹10,820 Crore, Announces ₹1 Dividend  Groww",2026-05-27 06:40:04,,0.158,0.0,0.842,0.7003,Positive
GoogleNews,ONGC Appoints BP Unit as Technical Services Partner for Western Offshore Fields - Machine Maker,ONGC Appoints BP Unit as Technical Services Partner for Western Offshore Fields  Machine Maker,2026-05-27 06:33:10,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,Ladakh Gets Clean Energy Boost As ONGC Geothermal Project Extended - Construction World India,Ladakh Gets Clean Energy Boost As ONGC Geothermal Project Extended  Construction World India,2026-05-27 06:24:21,,0.417,0.0,0.583,0.9186,Positive
GoogleNews,"ONGC shares fall 4% despite 53% surge in Q4 profit; 2 reasons why, MOFSL views - MSN","ONGC shares fall 4% despite 53% surge in Q4 profit; 2 reasons why, MOFSL views  MSN",2026-05-27 06:09:48,,0.26,0.0,0.74,0.8481,Positive
GoogleNews,"ONGC Reports Strong Quarterly Performance, Upgrades Financial Trend to Positive - Markets Mojo","ONGC Reports Strong Quarterly Performance, Upgrades Financial Trend to Positive  Markets Mojo",2026-05-27 05:39:38,,0.397,0.0,0.603,0.93,Positive
GoogleNews,"Monsoon delayed, Change of guard in Karnataka, Vodafone Idea's subscription rises, ONGC in focus after results and more - LinkedIn","Monsoon delayed, Change of guard in Karnataka, Vodafone Idea's subscription rises, ONGC in focus after results and more  LinkedIn",2026-05-27 05:22:13,,0.0,0.093,0.907,-0.4215,Negative
GoogleNews,ONGC share price drops 3% after standalone net profit rises 3% for Q4FY26 - Upstox,ONGC share price drops 3% after standalone net profit rises 3% for Q4FY26  Upstox,2026-05-27 04:57:15,,0.29,0.0,0.71,0.8481,Positive
GoogleNews,ONGC drops 4% as Q4 results miss estimates; production weakness weighs - Business Standard,ONGC drops 4% as Q4 results miss estimates; production weakness weighs  Business Standard,2026-05-27 04:42:23,,0.0,0.277,0.723,-0.7783,Negative
GoogleNews,"ONGC shares fall 4% despite 53% surge in Q4 profit; 2 reasons why, MOFSL views - Business Today","ONGC shares fall 4% despite 53% surge in Q4 profit; 2 reasons why, MOFSL views  Business Today",2026-05-27 04:39:57,,0.248,0.0,0.752,0.8481,Positive
GoogleNews,ONGC Shares Tumble More Than 3% On Weak Q4 — Check Target Price - NDTV Profit,ONGC Shares Tumble More Than 3% On Weak Q4 — Check Target Price  NDTV Profit,2026-05-27 04:29:25,,0.249,0.141,0.61,0.5267,Positive
GoogleNews,ONGC shares fall 4% amid modest growth in Q4 net profit - Moneycontrol.com,ONGC shares fall 4% amid modest growth in Q4 net profit  Moneycontrol.com,2026-05-27 04:08:16,,0.448,0.0,0.552,0.9246,Positive
GoogleNews,ONGC shares fall 4% despite 46% YoY jump in Q4 profit; revenue rises 4% - The Economic Times,ONGC shares fall 4% despite 46% YoY jump in Q4 profit; revenue rises 4%  The Economic Times,2026-05-27 04:04:27,,0.248,0.0,0.752,0.8481,Positive
GoogleNews,"Market Preview: ONGC, Coal India OFS, LIC in Focus - HDFC Sky","Market Preview: ONGC, Coal India OFS, LIC in Focus  HDFC Sky",2026-05-27 04:04:06,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,ONGC share price slumps over 3% after Q4 results. Buy or sell? - Mint,ONGC share price slumps over 3% after Q4 results. Buy or sell?  Mint,2026-05-27 03:59:13,,0.16,0.0,0.84,0.5803,Positive
GoogleNews,"Stocks To Watch Today, May 27: Coal India, ONGC, Siemens, L&T In Focus - News18","Stocks To Watch Today, May 27: Coal India, ONGC, Siemens, L&T In Focus  News18",2026-05-27 02:56:43,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Stocks to watch, May 27: ONGC, Coal India, Physicswallah, Bayer CropScience, JK Tyre, PC Jeweller, Black Box - Upstox","Stocks to watch, May 27: ONGC, Coal India, Physicswallah, Bayer CropScience, JK Tyre, PC Jeweller, Black Box  Upstox",2026-05-27 02:47:23,,0.131,0.0,0.869,0.6447,Positive
GoogleNews,Two-thirds of ONGC analysts say 'buy' despite Q4 results miss; check price targets - CNBC TV18,Two-thirds of ONGC analysts say 'buy' despite Q4 results miss; check price targets  CNBC TV18,2026-05-27 02:47:05,,0.091,0.0,0.909,0.2235,Positive
GoogleNews,"Key facts: ONGC FY26 profits; $325M guarantee, arb. & tax disputes - TradingView","Key facts: ONGC FY26 profits; $325M guarantee, arb. & tax disputes  TradingView",2026-05-27 02:14:00,,0.297,0.127,0.576,0.6808,Positive
GoogleNews,"Stocks to Watch today: Coal India, PhysicsWallah, ONGC, Siemens, IRCTC - Business Standard","Stocks to Watch today: Coal India, PhysicsWallah, ONGC, Siemens, IRCTC  Business Standard",2026-05-27 02:06:38,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Stock Picks Today: Hyundai, Pine Labs, ONGC, IndusInd Bank, Sun Pharma And More On Brokerages' Radar - NDTV Profit","Stock Picks Today: Hyundai, Pine Labs, ONGC, IndusInd Bank, Sun Pharma And More On Brokerages' Radar  NDTV Profit",2026-05-27 02:06:16,,0.142,0.0,0.858,0.7003,Positive
GoogleNews,"Top stocks in news: Coal India, ONGC, Tata Elxsi, Siemens, Canara Bank, IRCTC, telcos - Business Today","Top stocks in news: Coal India, ONGC, Tata Elxsi, Siemens, Canara Bank, IRCTC, telcos  Business Today",2026-05-27 01:54:33,,0.104,0.0,0.896,0.3818,Positive
GoogleNews,"Stocks to watch: GMR Airports, ONGC, Coal India among 10 shares in focus today; check list here - Mint","Stocks to watch: GMR Airports, ONGC, Coal India among 10 shares in focus today; check list here  Mint",2026-05-27 01:45:54,,0.112,0.0,0.888,0.5267,Positive
GoogleNews,"ONGC Q4 results: Net profit jumps 53% to ₹13,678 crore on higher crude oil prices - BusinessLine","ONGC Q4 results: Net profit jumps 53% to ₹13,678 crore on higher crude oil prices  BusinessLine",2026-05-27 01:11:19,,0.137,0.175,0.687,-0.3818,Negative
GoogleNews,"Earnings Review: ONGC Q4 PAT rises 3% on year, sharply below Street view - Informist Media","Earnings Review: ONGC Q4 PAT rises 3% on year, sharply below Street view  Informist Media",2026-05-26 23:48:45,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"ONGC posts 3% rise in Q4 profit to Rs 6,650 crore in fiscal 2025-26 - MillenniumPost","ONGC posts 3% rise in Q4 profit to Rs 6,650 crore in fiscal 2025-26  MillenniumPost",2026-05-26 19:19:31,,0.167,0.0,0.833,0.7003,Positive
GoogleNews,"ONGC Q4 results: Net profit rises 3% to ₹6,650 cr, revenue up marginally - Business Standard","ONGC Q4 results: Net profit rises 3% to ₹6,650 cr, revenue up marginally  Business Standard",2026-05-26 18:34:26,,0.167,0.0,0.833,0.7003,Positive
GoogleNews,"ONGC Q4 FY26 profit jumps 53% to ₹13,678 crore; declares record dividend payout - Sarkaritel.com","ONGC Q4 FY26 profit jumps 53% to ₹13,678 crore; declares record dividend payout  Sarkaritel.com",2026-05-26 17:05:42,,0.177,0.0,0.823,0.7003,Positive
GoogleNews,"ONGC Q4 Results: Net profit rises 3% YoY to ₹6,650 crore, declares final dividend - Mint","ONGC Q4 Results: Net profit rises 3% YoY to ₹6,650 crore, declares final dividend  Mint",2026-05-26 17:02:53,,0.167,0.0,0.833,0.7003,Positive
GoogleNews,"ONGC Q4 Results: Cons PAT jumps 46% YoY to Rs 10,820 crore, revenue up 4% - The Economic Times","ONGC Q4 Results: Cons PAT jumps 46% YoY to Rs 10,820 crore, revenue up 4%  The Economic Times",2026-05-26 16:42:43,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,ONGC net profit rises 3.1% in March-end quarter amid better crude price realisations - The Hindu,ONGC net profit rises 3.1% in March-end quarter amid better crude price realisations  The Hindu,2026-05-26 16:29:14,,0.264,0.168,0.568,0.4939,Positive
GoogleNews,ONGC reports 53% surge in Q4FY26 consolidated net profit - Moneycontrol.com,ONGC reports 53% surge in Q4FY26 consolidated net profit  Moneycontrol.com,2026-05-26 16:27:43,,0.234,0.0,0.766,0.7003,Positive
GoogleNews,"ONGC Q4 profit rises 3% to Rs 6,649 Crore YoY; dividend declared - PSU Watch","ONGC Q4 profit rises 3% to Rs 6,649 Crore YoY; dividend declared  PSU Watch",2026-05-26 16:27:28,,0.177,0.0,0.823,0.7003,Positive
GoogleNews,"ONGC: Consolidated net profit rose to ₹49,793 crore, but major contingent liabilities persist - TradingView","ONGC: Consolidated net profit rose to ₹49,793 crore, but major contingent liabilities persist  TradingView",2026-05-26 15:52:58,,0.161,0.145,0.694,0.1443,Positive
GoogleNews,"ONGC Q4 Results: Profit Falls 21% Even As Revenue Nears Rs 36,000 Crore; Dividend Declared - NDTV Profit","ONGC Q4 Results: Profit Falls 21% Even As Revenue Nears Rs 36,000 Crore; Dividend Declared  NDTV Profit",2026-05-26 15:52:40,,0.272,0.0,0.728,0.891,Positive
GoogleNews,"ONGC Q4 net profit declines QoQ, approves Dahej port JV; declares ₹1 dividend - CNBC TV18","ONGC Q4 net profit declines QoQ, approves Dahej port JV; declares ₹1 dividend  CNBC TV18",2026-05-26 15:52:02,,0.293,0.0,0.707,0.8807,Positive
GoogleNews,ONGC Q4 Profit 66.5 Billion Rupees - TradingView,ONGC Q4 Profit 66.5 Billion Rupees  TradingView,2026-05-26 15:26:44,,0.309,0.0,0.691,0.7003,Positive
GoogleNews,ONGC picks BP as tech partner for Western Offshore fields - The Economic Times,ONGC picks BP as tech partner for Western Offshore fields  The Economic Times,2026-05-26 13:38:01,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Q4 results: IRCTC, ONGC, Siemens, AstraZeneca, JK Tyre, 273 more on May 26 - Business Standard","Q4 results: IRCTC, ONGC, Siemens, AstraZeneca, JK Tyre, 273 more on May 26  Business Standard",2026-05-26 05:28:01,,0.154,0.0,0.846,0.6447,Positive
GoogleNews,ONGC gets a 'buy' rating from UBS on the day of Q4 results; Check upside potential - CNBC TV18,ONGC gets a 'buy' rating from UBS on the day of Q4 results; Check upside potential  CNBC TV18,2026-05-26 04:48:09,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,Q4 results 2026: IRCTC to ONGC among companies to declare Q4 results today; check full list here - Mint,Q4 results 2026: IRCTC to ONGC among companies to declare Q4 results today; check full list here  Mint,2026-05-26 03:12:24,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Stocks to watch, May 26: RVNL, Amara Raja, ONGC, IRCTC, Global Health, Hitachi Energy, Surya Roshni, BEL - Upstox","Stocks to watch, May 26: RVNL, Amara Raja, ONGC, IRCTC, Global Health, Hitachi Energy, Surya Roshni, BEL  Upstox",2026-05-26 02:50:18,,0.107,0.0,0.893,0.4939,Positive
GoogleNews,"Q4 Results Today: ONGC, IRCTC, Siemens, Senco Gold Among 280+ Firms To Declare Earnings On May 26 - NDTV Profit","Q4 Results Today: ONGC, IRCTC, Siemens, Senco Gold Among 280+ Firms To Declare Earnings On May 26  NDTV Profit",2026-05-26 02:45:45,,0.136,0.0,0.864,0.7003,Positive
GoogleNews,"Q4 results: ONGC, IRCTC, Gujarat Gas, EIH, General Insurance, EID Parry, FirstCry, others to declare earnings on May 26 - Upstox","Q4 results: ONGC, IRCTC, Gujarat Gas, EIH, General Insurance, EID Parry, FirstCry, others to declare earnings on May 26  Upstox",2026-05-26 02:11:05,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Stocks in news: Premier Energies, Suzlon Energy, Paytm, Hindalco, ONGC - The Economic Times","Stocks in news: Premier Energies, Suzlon Energy, Paytm, Hindalco, ONGC  The Economic Times",2026-05-26 01:19:02,,0.258,0.0,0.742,0.7184,Positive
GoogleNews,"ONGC, Siemens, IRCTC, Brainbees, Senco Gold Q4 Results Today — Earning Estimates - NDTV Profit","ONGC, Siemens, IRCTC, Brainbees, Senco Gold Q4 Results Today — Earning Estimates  NDTV Profit",2026-05-26 01:00:01,,0.177,0.0,0.823,0.7003,Positive
GoogleNews,"Stocks To Watch Today: ONGC, Siemens, IRCTC, BEL And City Union Bank - NDTV Profit","Stocks To Watch Today: ONGC, Siemens, IRCTC, BEL And City Union Bank  NDTV Profit",2026-05-25 18:34:52,,0.177,0.0,0.823,0.7003,Positive
GoogleNews,ONGC appoints BP as technical service provider to ramp up production from West offshore fields - Moneycontrol.com,ONGC appoints BP as technical service provider to ramp up production from West offshore fields  Moneycontrol.com,2026-05-25 11:56:55,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"After Mumbai High, ONGC brings in BP in other western offshore oil, gas fields - The Economic Times","After Mumbai High, ONGC brings in BP in other western offshore oil, gas fields  The Economic Times",2026-05-25 11:50:15,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,ONGC onboards BP unit to boost output from western offshore fields - PSU Watch,ONGC onboards BP unit to boost output from western offshore fields  PSU Watch,2026-05-25 11:24:35,,0.178,0.0,0.822,0.6597,Positive
GoogleNews,ONGC on-boards BP subsidiary as technical services provider to enhance production from western offshore - BusinessLine,ONGC on-boards BP subsidiary as technical services provider to enhance production from western offshore  BusinessLine,2026-05-25 11:13:27,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,ONGC appoints BP unit to boost production from western offshore oil and gas fields - ETEnergyworld.com,ONGC appoints BP unit to boost production from western offshore oil and gas fields  ETEnergyworld.com,2026-05-25 11:10:42,,0.157,0.0,0.843,0.6597,Positive
GoogleNews,"ONGC Q4 Results: Date, Dividend News, Share Price History, Earnings Call Schedule And More - NDTV Profit","ONGC Q4 Results: Date, Dividend News, Share Price History, Earnings Call Schedule And More  NDTV Profit",2026-05-25 05:35:11,,0.27,0.0,0.73,0.8671,Positive
